x,y
1.5707963267948966,0.5
1.615955498522044,0.399438281928049
1.6512392821026494,0.30346533954455873
1.6771027893309187,0.21194465284810238
1.69398331610507,0.12466397136259305
1.7022943954932108,0.0413681294123347
1.7024229260208332,-0.038214023277008284
1.6947286990336485,-0.11434726620884987
1.6795459952487037,-0.18727185814189523
1.6571868159681156,-0.2571886921359313
1.6279454622469798,-0.3242472035460836
1.5921042189327224,-0.38853568570481634
1.5499398880974737,-0.4500737605370564
1.5017309947142294,-0.508807025851846
1.4477653846536973,-0.564604020504089
1.388348014609674,-0.6172558535371973
1.3238086284908053,-0.6664788751526592
1.2545089927748898,-0.7119208270417751
1.180849322737319,-0.7531708467589873
1.1032734997055476,-0.7897735394196287
1.0222726704187748,-0.821247063525993
0.9383868428943799,-0.8471048168125273
0.8522041619239797,-0.8668799225959694
0.7643575935794114,-0.8801510120381902
0.6755191062321823,-0.8865681407041431
0.5863912309874587,-0.8858763962671063
0.4976964987509777,-0.8779357007667205
0.4101651277651643,-0.8627349138822087
0.3245216419887391,-0.8403990966059345
0.2414711282720825,-0.8111893263475716
0.1616858835340891,-0.7754952308509218
0.08579314439061257,-0.733821105355951
0.014364475919910186,-0.6867670585164404
-0.05209276962600403,-0.6350069905592277
-0.1131417020500761,-0.5792653165573574
-0.16841981597348527,-0.5202942168015205
-0.21764071651437233,-0.458852878678003
-0.2605939043522777,-0.39568977298732433
-0.2971429577705885,-0.3315285330542524
-0.3272224839847825,-0.2670575749161315
-0.3508342072421,-0.20292323754543695
-0.3680425250639438,-0.13972596287435388
-0.3789698070857866,-0.07801887999569994
-0.3837916432669963,-0.01830809668954848
-0.3827321784336946,0.038945982881682016
-0.3760596047473547,0.09332692268617045
-0.36408182842091924,0.14446059035141054
-0.347142285584167,0.1920139736845128
-0.32561583952354095,0.23569460974316314
-0.2999047033089405,0.27525080189082346
-0.2704343015035525,0.3104725426362358
-0.2376490098683669,0.3411929964472174
-0.2020077272609828,0.3672903007661549
-0.1639792633276901,0.38868939821449044
-0.12403755184427814,0.40536358586116805
-0.08265673607409868,0.41733547610851385
-0.040306200258787506,0.4246771010649053
0.0025543602943837555,0.42750898293957396
0.04547971632582461,0.4259980581195552
0.0880436183454428,0.42035444246237935
0.1298429279056966,0.4108271260433391
0.17050126872400995,0.3976987676935946
0.20967212053816997,0.38127982556791573
