x,y
1.5707963267948966,0.5
1.6515468722660853,0.3025189350983425
1.6942346801057997,0.12294269210000847
1.7023029547456203,-0.040570474313847804
1.678779685477572,-0.19015389979526442
1.6262912097946167,-0.3275600573114566
1.547187368804243,-0.4537141386547038
1.4437395583290364,-0.5684331214500602
1.318380356043445,-0.670296531452773
1.1739517663257477,-0.7566975130186958
1.0139209181636422,-0.8241219560835332
0.8425136192878051,-0.8686827835812946
0.6647168986993276,-0.8868668407216721
0.48612042887326035,-0.8763524101057673
0.31260377108260534,-0.8366780556917071
0.1499219930098578,-0.7695515444665043
0.0032747695381412645,-0.6787021017272028
-0.12305322080464408,-0.5693475214593695
-0.22592154968291928,-0.4474751380279712
-0.30341831915448664,-0.31915880512953154
-0.35482363458435295,-0.19006202673614592
-0.3804959438486792,-0.06516991655409016
-0.38172421879566676,0.05129275556996095
-0.36057559033855696,0.1558389859977907
-0.31975128347552073,0.24567141909014945
-0.26245017301206813,0.3186606464967891
-0.1922323349357131,0.37336713271870653
-0.11287471958079592,0.40909285431396597
-0.028216129727392663,0.4259290080001199
0.05800382977602932,0.4247624488774726
0.14230062477294672,0.40721535567369155
0.22158120553934774,0.37551418123402325
0.2932481696028977,0.3323060051046911
0.35526416324312565,0.2804542943422048
0.4061758016968567,0.22284759477069363
0.4451024473333062,0.16224584203650694
0.4716987622998307,0.10117511694468229
0.48610079803148265,0.041868605034581126
0.4888639492792732,-0.013757092404704463
0.4808985230098842,-0.06410434996427353
0.4634058519930611,-0.10788841326934105
0.43781573108223704,-0.144131600610093
0.40572462496859013,-0.1721616555430846
0.3688338172875807,-0.1916135392526966
0.32888716007855545,-0.20243076148461533
0.28760904930265385,-0.20486094410605896
0.2466442912563303,-0.1994408293108773
0.20750232907976995,-0.1869678680290481
0.17150860265900042,-0.1684581985562643
0.13976558903080943,-0.14509341511330162
0.11312538292987802,-0.11816034092186994
0.09217473874401953,-0.08898872780419542
0.0772325111583257,-0.05889148153411708
0.06835860802470263,-0.0291109683268983
0.06537297403803247,-0.0007736653471260048
0.06788279227079137,0.025145736186684288
0.07531595397297608,0.047850491608103785
0.08695884304435209,0.06673840357516551
0.10199653620145713,0.08140922927147427
0.11955361451858679,0.09166339457708875
0.1387338860620677,0.09749262486261438
0.1586574709692319,0.09906337804492212
0.17849390861854703,0.09669426183158172
0.19749022106028397,0.09082894810555701
0.2149931931488577,0.08200630549530327
0.23046548965788843,0.07082954257578915
0.24349557991576715,0.057936017984061026
0.25380175016313167,0.04396909966235267
0.2612307249090023,0.029553075917515024
0.2657515871655891,0.015271719725725549
0.26744575342401045,0.0016508138753291701
0.2664938299898859,-0.010855384358285574
0.26316011996169936,-0.02187384964886236
0.25777553702346506,-0.031118873025765437
0.2507196410773984,-0.038394756809749596
0.2424024491101963,-0.04359532892587466
0.23324664970910958,-0.04670051536821407
0.2236707838581724,-0.04777021915722122
0.21407391004831658,-0.04693582438694844
0.2048221926360039,-0.044389707281413164
0.19623777170115073,-0.04037321890011618
0.18859017339019085,-0.035163664471450674
0.18209040357336242,-0.029060842888514078
0.17688775702735757,-0.0223737120216101
0.1730692631469899,-0.015407709887605262
0.1706615858922126,-0.008453211527166618
0.16963510687645306,-0.001775508233160767
0.16990985424182345,0.00439339973979822
0.17136288972166955,0.009861006435930238
0.17383673924879373,0.014478412251879832
0.17714843976433348,0.01814235421579102
0.1810987967363998,0.020795253726591276
0.18548146379965677,0.022423451621087775
0.19009150218682605,0.02305386646501184
0.19473312653854544,0.022749358932597507
0.19922641891889162,0.021603094343591936
0.20341281422904367,0.019732256249299574
0.20715929001280306,0.017271393646817478
0.21036119296777273,0.014365721580449835
0.21294373491317595,0.011164627617643438
